State;Account Length;Area Code;Phone;Int'l Plan;VMail Plan;VMail Message;Day Mins;Day Calls;Day Charge;Eve Mins;Eve Calls;Eve Charge;Night Mins;Night Calls;Night Charge;Intl Mins;Intl Calls;Intl Charge;CustServ Calls;Churn?
AZ;84;415;341-2360;no;no;0;159.000000;80;27.030000;167.900000;128;14.270000;167.600000;101;7.540000;12.300000;5;3.320000;1;False.
AZ;113;415;346-8112;no;yes;32;180.400000;89;30.670000;129.400000;124;11.000000;166.900000;124;7.510000;8.400000;2;2.270000;1;False.
AZ;70;415;352-2175;no;no;0;104.700000;112;17.800000;82.200000;104;6.990000;169.400000;110;7.620000;15.800000;7;4.270000;3;False.
AZ;130;415;358-1958;no;no;0;183.000000;112;31.110000;72.900000;99;6.200000;181.800000;78;8.180000;9.500000;19;2.570000;0;False.
AZ;94;415;366-9015;no;no;0;220.800000;111;37.540000;156.200000;67;13.280000;187.900000;89;8.460000;10.500000;4;2.840000;2;False.
AZ;141;510;369-6012;no;yes;22;215.400000;123;36.620000;328.700000;98;27.940000;160.500000;89;7.220000;7.800000;6;2.110000;1;False.
AZ;62;408;370-8262;no;yes;42;137.300000;95;23.340000;184.200000;94;15.660000;231.400000;70;10.410000;10.200000;3;2.750000;0;False.
AZ;127;415;373-5928;no;yes;14;143.200000;99;24.340000;169.900000;91;14.440000;221.600000;77;9.970000;11.600000;1;3.130000;1;False.
AZ;59;408;385-9657;no;no;0;150.200000;70;25.530000;185.700000;98;15.780000;212.500000;128;9.560000;12.100000;2;3.270000;1;False.
AZ;97;408;386-3596;no;no;0;169.700000;84;28.850000;165.900000;86;14.100000;191.900000;83;8.640000;12.800000;6;3.460000;3;False.
AZ;100;415;390-1552;no;no;0;131.100000;108;22.290000;176.200000;81;14.980000;89.700000;81;4.040000;4.300000;4;1.160000;1;False.
AZ;100;510;391-6260;no;no;0;78.700000;98;13.380000;225.600000;102;19.180000;150.400000;106;6.770000;14.000000;8;3.780000;0;False.
AZ;93;415;399-7865;no;no;0;271.600000;71;46.170000;229.400000;108;19.500000;77.300000;121;3.480000;10.900000;3;2.940000;2;False.
AZ;86;408;405-1842;no;yes;31;167.600000;139;28.490000;113.000000;118;9.610000;246.900000;121;11.110000;12.200000;6;3.290000;1;False.
AZ;63;415;407-7035;no;no;0;58.900000;125;10.010000;169.600000;59;14.420000;211.400000;88;9.510000;9.400000;3;2.540000;1;False.
AZ;82;415;413-6380;no;yes;33;137.800000;95;23.430000;235.500000;128;20.020000;268.100000;70;12.060000;11.000000;6;2.970000;2;False.
AZ;192;415;414-4276;no;yes;36;156.200000;77;26.550000;215.500000;126;18.320000;279.100000;83;12.560000;9.900000;6;2.670000;2;False.
AZ;92;415;416-9522;yes;yes;45;281.100000;88;47.790000;198.000000;103;16.830000;94.300000;76;4.240000;7.500000;3;2.030000;0;False.
AZ;117;408;417-4404;no;no;0;239.900000;84;40.780000;174.800000;106;14.860000;209.500000;93;9.430000;9.800000;2;2.650000;0;False.
AZ;88;415;417-9844;no;no;0;172.800000;81;29.380000;193.400000;90;16.440000;89.600000;107;4.030000;12.800000;5;3.460000;2;False.
AZ;68;415;420-1782;no;no;0;232.400000;76;39.510000;153.300000;103;13.030000;214.600000;107;9.660000;10.500000;2;2.840000;1;False.
AZ;104;408;420-3346;no;no;0;167.600000;116;28.490000;219.200000;112;18.630000;215.900000;94;9.720000;11.700000;2;3.160000;4;False.
AZ;90;415;422-4241;no;no;0;179.200000;77;30.460000;210.700000;99;17.910000;276.900000;58;12.460000;9.200000;6;2.480000;2;False.
CA;77;510;335-2261;no;no;0;175.500000;86;29.840000;205.100000;78;17.430000;245.200000;100;11.030000;17.800000;3;4.810000;4;False.
CA;72;408;337-7377;no;yes;39;92.800000;98;15.780000;271.200000;115;23.050000;167.100000;83;7.520000;5.800000;7;1.570000;1;False.
CA;95;415;341-3270;no;no;0;183.400000;98;31.180000;281.300000;95;23.910000;105.200000;113;4.730000;8.200000;8;2.210000;1;False.
CA;75;510;350-1422;no;yes;38;163.600000;132;27.810000;146.700000;113;12.470000;345.800000;115;15.560000;13.100000;3;3.540000;3;False.
CA;75;408;355-2909;no;no;0;166.300000;125;28.270000;158.200000;86;13.450000;256.700000;80;11.550000;6.100000;5;1.650000;1;False.
CA;92;408;355-9324;no;no;0;249.400000;118;42.400000;211.500000;95;17.980000;169.000000;116;7.610000;9.100000;3;2.460000;0;False.
CA;33;408;369-2743;no;no;0;159.500000;115;27.120000;195.400000;118;16.610000;102.400000;86;4.610000;7.100000;7;1.920000;1;False.
CA;127;510;388-4331;no;no;0;107.900000;128;18.340000;187.000000;77;15.900000;218.500000;95;9.830000;0.000000;0;0.000000;0;False.
CO;22;510;327-1319;no;yes;23;182.100000;94;30.960000;164.600000;59;13.990000;128.800000;102;5.800000;12.700000;4;3.430000;3;False.
CO;59;510;331-3842;no;no;0;153.600000;92;26.110000;205.500000;88;17.470000;114.500000;89;5.150000;12.500000;10;3.380000;1;False.
CO;107;415;336-5495;no;no;0;204.500000;108;34.770000;162.400000;110;13.800000;155.000000;102;6.980000;13.400000;1;3.620000;3;False.
CO;141;415;340-5121;no;no;0;126.900000;98;21.570000;180.000000;62;15.300000;140.800000;128;6.340000;8.000000;2;2.160000;1;False.
CO;140;415;344-5206;no;no;0;149.700000;71;25.450000;212.500000;97;18.060000;245.900000;67;11.070000;12.600000;4;3.400000;3;False.
CO;60;408;351-6552;no;no;0;125.100000;99;21.270000;248.800000;62;21.150000;211.300000;79;9.510000;11.200000;3;3.020000;3;False.
CO;71;415;357-4265;no;no;0;277.500000;104;47.180000;131.800000;121;11.200000;126.900000;101;5.710000;8.200000;2;2.210000;1;False.
CO;118;415;362-8763;no;yes;36;294.900000;106;50.130000;165.700000;115;14.080000;189.200000;63;8.510000;9.800000;5;2.650000;3;False.
CO;119;408;368-6174;no;no;0;124.300000;68;21.130000;207.100000;88;17.600000;157.400000;93;7.080000;14.800000;1;4.000000;0;False.
CO;181;510;370-9592;no;yes;40;105.200000;61;17.880000;341.300000;79;29.010000;165.700000;97;7.460000;6.300000;3;1.700000;2;False.
CO;81;408;372-9091;no;no;0;115.300000;99;19.600000;224.700000;117;19.100000;152.500000;98;6.860000;18.000000;2;4.860000;1;False.
CO;111;510;377-1479;no;yes;24;205.500000;114;34.940000;219.300000;99;18.640000;215.900000;95;9.720000;14.000000;4;3.780000;1;False.
CO;104;415;377-2235;no;no;0;182.900000;113;31.090000;239.600000;85;20.370000;229.800000;104;10.340000;5.500000;4;1.490000;2;False.
CO;156;408;377-4518;yes;no;0;277.000000;119;47.090000;238.300000;106;20.260000;94.400000;96;4.250000;8.300000;3;2.240000;1;False.
CO;63;408;378-8029;yes;yes;21;151.500000;99;25.760000;147.800000;89;12.560000;210.400000;114;9.470000;10.000000;4;2.700000;1;False.
CO;157;415;388-7701;no;no;0;196.000000;74;33.320000;213.400000;96;18.140000;196.800000;81;8.860000;7.900000;6;2.130000;1;False.
CO;89;415;388-8722;no;no;0;179.700000;128;30.550000;299.800000;92;25.480000;185.300000;120;8.340000;7.600000;3;2.050000;1;False.
CO;23;408;393-4027;no;no;0;190.200000;89;32.330000;166.400000;108;14.140000;219.800000;73;9.890000;15.000000;4;4.050000;6;False.
CO;131;415;397-7125;no;yes;23;170.800000;145;29.040000;236.700000;93;20.120000;294.500000;100;13.250000;12.700000;1;3.430000;1;False.
CO;108;415;400-5984;no;no;0;215.600000;78;36.650000;195.300000;119;16.600000;194.400000;65;8.750000;3.600000;5;0.970000;1;False.
CO;107;415;404-4421;no;no;0;167.300000;100;28.440000;163.900000;79;13.930000;185.900000;100;8.370000;6.700000;5;1.810000;2;False.
CO;65;510;407-5056;no;no;0;158.800000;53;27.000000;188.500000;132;16.020000;189.300000;87;8.520000;9.800000;4;2.650000;2;False.
CO;63;415;408-4530;no;yes;32;30.900000;113;5.250000;187.000000;113;15.900000;230.800000;101;10.390000;8.600000;7;2.320000;1;False.
CO;76;408;412-4185;no;yes;26;214.600000;110;36.480000;205.200000;87;17.440000;134.600000;140;6.060000;8.100000;2;2.190000;1;False.
CO;107;415;418-4365;no;no;0;133.800000;85;22.750000;180.500000;94;15.340000;112.200000;115;5.050000;8.900000;4;2.400000;0;False.
CO;101;408;420-9009;no;yes;23;262.200000;101;44.570000;157.000000;80;13.350000;129.100000;100;5.810000;7.300000;14;1.970000;1;False.
CT;99;408;330-6165;no;no;0;95.400000;105;16.220000;207.200000;101;17.610000;136.000000;117;6.120000;5.600000;5;1.510000;1;False.
CT;124;415;332-3642;no;no;0;131.800000;82;22.410000;284.300000;119;24.170000;305.500000;101;13.750000;11.300000;2;3.050000;1;False.
CT;90;415;334-4438;no;no;0;37.800000;80;6.430000;155.300000;105;13.200000;175.000000;111;7.880000;14.200000;5;3.830000;3;False.
CT;107;408;339-2734;no;no;0;103.400000;94;17.580000;189.300000;125;16.090000;227.200000;125;10.220000;14.400000;3;3.890000;1;False.
CT;63;408;344-8498;no;yes;25;190.000000;137;32.300000;116.600000;76;9.910000;141.500000;110;6.370000;12.200000;2;3.290000;1;False.
CT;22;408;345-2401;no;no;0;207.700000;116;35.310000;210.600000;99;17.900000;238.200000;88;10.720000;9.600000;5;2.590000;0;False.
CT;107;408;345-2476;no;no;0;90.700000;90;15.420000;207.500000;109;17.640000;169.400000;96;7.620000;5.600000;5;1.510000;2;False.
CT;90;415;347-6994;no;no;0;175.900000;111;29.900000;285.200000;115;24.240000;150.800000;122;6.790000;13.000000;7;3.510000;1;False.
CT;37;408;347-7675;no;no;0;134.900000;98;22.930000;248.400000;130;21.110000;236.200000;113;10.630000;14.700000;2;3.970000;3;False.
CT;84;510;351-1007;no;yes;42;165.300000;97;28.100000;223.500000;118;19.000000;260.800000;72;11.740000;7.600000;7;2.050000;3;False.
CT;50;408;351-9037;no;no;0;301.700000;82;51.290000;167.100000;118;14.200000;72.200000;89;3.250000;10.500000;6;2.840000;1;False.
CT;152;408;354-7077;no;yes;20;239.100000;105;40.650000;209.100000;111;17.770000;268.200000;130;12.070000;13.300000;3;3.590000;5;False.
CT;73;415;356-1654;no;yes;47;173.700000;117;29.530000;204.000000;114;17.340000;174.600000;94;7.860000;6.300000;3;1.700000;2;False.
CT;105;408;357-2679;no;no;0;213.400000;100;36.280000;204.900000;52;17.420000;179.700000;93;8.090000;9.500000;6;2.570000;1;False.
CT;162;408;363-3763;no;no;0;49.200000;121;8.360000;143.900000;136;12.230000;203.000000;97;9.140000;12.100000;13;3.270000;1;False.
CT;184;510;364-6381;yes;no;0;213.800000;105;36.350000;159.600000;84;13.570000;139.200000;137;6.260000;5.000000;10;1.350000;2;False.
CT;212;415;366-6751;no;no;0;126.000000;96;21.420000;144.300000;80;12.270000;302.800000;102;13.630000;7.600000;3;2.050000;1;False.
CT;141;408;367-3648;no;no;0;51.900000;108;8.820000;162.000000;83;13.770000;223.500000;115;10.060000;10.100000;3;2.730000;3;False.
CT;137;415;372-5384;no;no;0;115.000000;130;19.550000;137.800000;83;11.710000;224.000000;61;10.080000;7.300000;4;1.970000;3;False.
CT;97;415;374-7285;no;no;0;215.300000;58;36.600000;242.400000;91;20.600000;279.800000;105;12.590000;12.100000;9;3.270000;0;False.
CT;123;415;376-5201;no;no;0;128.700000;126;21.880000;117.600000;94;10.000000;198.400000;132;8.930000;10.800000;5;2.920000;0;False.
CT;134;408;377-3876;no;yes;32;80.300000;94;13.650000;199.900000;124;16.990000;170.800000;117;7.690000;16.600000;3;4.480000;0;False.
CT;74;510;380-3186;no;no;0;203.800000;77;34.650000;205.100000;111;17.430000;154.900000;109;6.970000;9.000000;2;2.430000;1;False.
CT;146;408;380-3329;no;yes;23;149.600000;96;25.430000;239.800000;124;20.380000;293.500000;135;13.210000;7.400000;4;2.000000;2;False.
CT;74;408;384-3389;no;no;0;157.100000;95;26.710000;213.100000;36;18.110000;280.400000;77;12.620000;7.600000;3;2.050000;2;False.
CT;54;415;387-4064;no;yes;33;161.800000;73;27.510000;273.000000;58;23.210000;153.900000;76;6.930000;13.700000;4;3.700000;0;False.
CT;147;415;387-6065;no;no;0;124.400000;74;21.150000;320.900000;78;27.280000;157.200000;126;7.070000;10.400000;4;2.810000;2;False.
CT;100;415;389-2114;no;no;0;235.800000;130;40.090000;176.000000;69;14.960000;63.600000;122;2.860000;7.300000;1;1.970000;2;False.
CT;135;415;389-6037;yes;no;0;186.000000;107;31.620000;66.000000;94;5.610000;213.100000;105;9.590000;12.900000;4;3.480000;1;False.
CT;31;415;390-9359;no;yes;31;100.100000;54;17.020000;246.300000;97;20.940000;255.000000;131;11.480000;5.900000;3;1.590000;0;False.
CT;95;415;392-5941;no;no;0;198.400000;113;33.730000;235.900000;144;20.050000;325.600000;99;14.650000;10.100000;3;2.730000;0;False.
CT;199;415;393-6733;no;yes;34;230.600000;121;39.200000;219.400000;99;18.650000;299.300000;94;13.470000;8.000000;2;2.160000;0;False.
CT;163;408;398-8122;no;yes;40;231.900000;56;39.420000;211.800000;91;18.000000;268.500000;74;12.080000;12.300000;3;3.320000;2;False.
CT;134;408;398-8578;no;no;0;177.200000;91;30.120000;228.700000;105;19.440000;194.300000;113;8.740000;8.900000;3;2.400000;2;False.
CT;3;415;401-6162;no;yes;36;118.100000;117;20.080000;221.500000;125;18.830000;103.900000;89;4.680000;11.900000;6;3.210000;2;False.
CT;129;510;404-3238;no;yes;27;196.600000;89;33.420000;180.600000;95;15.350000;245.000000;83;11.030000;6.600000;5;1.780000;1;False.
CT;30;408;410-5192;no;no;0;137.600000;108;23.390000;162.000000;80;13.770000;187.700000;126;8.450000;5.800000;10;1.570000;3;False.
CT;33;510;411-6211;no;no;0;182.500000;65;31.030000;232.100000;96;19.730000;149.200000;82;6.710000;7.500000;2;2.030000;2;False.
CT;89;415;414-9119;no;no;0;82.300000;77;13.990000;167.200000;80;14.210000;194.700000;70;8.760000;7.200000;4;1.940000;1;False.
CT;100;510;416-1536;yes;no;0;107.200000;98;18.220000;86.800000;122;7.380000;156.200000;117;7.030000;9.700000;4;2.620000;1;False.
CT;45;415;416-4351;no;no;0;142.400000;107;24.210000;318.700000;78;27.090000;224.100000;108;10.080000;11.100000;7;3.000000;1;False.
CT;144;510;416-9021;yes;yes;35;174.800000;127;29.720000;219.600000;93;18.670000;255.800000;90;11.510000;12.800000;3;3.460000;0;False.
CT;66;415;417-7973;no;yes;29;229.400000;104;39.000000;257.400000;84;21.880000;231.500000;119;10.420000;8.000000;1;2.160000;2;False.
