State;Account Length;Area Code;Phone;Int'l Plan;VMail Plan;VMail Message;Day Mins;Day Calls;Day Charge;Eve Mins;Eve Calls;Eve Charge;Night Mins;Night Calls;Night Charge;Intl Mins;Intl Calls;Intl Charge;CustServ Calls;Churn?
AZ;102;408;334-1339;no;no;0;158.000000;94;26.860000;207.900000;100;17.670000;190.400000;120;8.570000;10.100000;10;2.730000;0;
AZ;66;510;337-8618;no;no;0;154.000000;133;26.180000;198.900000;121;16.910000;151.900000;100;6.840000;9.500000;3;2.570000;4;
AZ;113;510;341-5892;no;no;0;81.300000;116;13.820000;220.600000;124;18.750000;235.700000;113;10.610000;8.900000;3;2.400000;0;
AZ;138;415;344-6334;no;no;0;240.800000;104;40.940000;144.500000;92;12.280000;125.700000;98;5.660000;11.600000;1;3.130000;0;
AZ;144;510;346-7795;yes;no;0;203.500000;100;34.600000;247.600000;103;21.050000;194.300000;94;8.740000;11.900000;11;3.210000;0;
AZ;97;408;349-7282;no;yes;25;141.000000;101;23.970000;212.000000;85;18.020000;175.200000;138;7.880000;4.900000;2;1.320000;3;
AZ;122;510;350-7227;no;yes;22;204.500000;92;34.770000;139.600000;121;11.870000;205.000000;103;9.230000;8.600000;5;2.320000;2;
AZ;85;408;354-4445;no;no;0;201.400000;52;34.240000;229.400000;104;19.500000;252.500000;106;11.360000;12.000000;3;3.240000;1;
AZ;163;510;354-4568;no;no;0;178.700000;56;30.380000;215.700000;79;18.330000;152.700000;84;6.870000;10.600000;2;2.860000;4;
AZ;94;408;354-7339;no;no;0;181.800000;85;30.910000;202.400000;98;17.200000;245.900000;97;11.070000;9.200000;2;2.480000;4;
AZ;124;415;360-1406;no;no;0;253.500000;104;43.100000;117.900000;123;10.020000;248.500000;104;11.180000;14.000000;2;3.780000;0;
AZ;158;510;362-2314;no;no;0;205.200000;97;34.880000;240.600000;77;20.450000;79.700000;108;3.590000;14.400000;12;3.890000;0;
AZ;43;415;362-3660;no;no;0;179.300000;97;30.480000;252.700000;126;21.480000;227.500000;114;10.240000;8.000000;5;2.160000;0;
AZ;60;415;366-2212;no;no;0;98.200000;88;16.690000;180.500000;69;15.340000;223.600000;69;10.060000;9.300000;2;2.510000;2;
AZ;137;415;370-4395;no;no;0;141.100000;91;23.990000;147.200000;100;12.510000;254.700000;75;11.460000;8.000000;7;2.160000;2;
AZ;107;415;375-4770;no;yes;32;134.200000;101;22.810000;211.900000;145;18.010000;167.600000;138;7.540000;8.200000;5;2.210000;1;
AZ;75;510;385-7387;no;yes;37;121.500000;97;20.660000;271.400000;110;23.070000;248.700000;97;11.190000;11.300000;5;3.050000;2;
AZ;90;415;387-6103;no;no;0;179.100000;71;30.450000;190.600000;81;16.200000;127.700000;91;5.750000;10.600000;7;2.860000;3;
AZ;157;415;389-9783;no;no;0;220.700000;105;37.520000;119.300000;127;10.140000;165.100000;113;7.430000;11.500000;7;3.110000;4;
AZ;94;408;390-7434;no;yes;38;170.100000;124;28.920000;193.300000;116;16.430000;105.900000;73;4.770000;12.800000;4;3.460000;1;
AZ;86;415;392-2381;no;yes;32;70.900000;163;12.050000;166.700000;121;14.170000;244.900000;105;11.020000;11.100000;5;3.000000;3;
AZ;140;408;393-4086;no;no;0;149.800000;134;25.470000;164.400000;98;13.970000;294.700000;124;13.260000;8.100000;2;2.190000;1;
AZ;83;415;400-6999;no;yes;41;155.900000;122;26.500000;162.300000;107;13.800000;127.600000;105;5.740000;13.100000;5;3.540000;3;
AZ;113;510;403-9719;no;no;0;128.700000;100;21.880000;227.100000;67;19.300000;178.100000;135;8.010000;9.200000;4;2.480000;2;
AZ;67;415;404-4481;no;no;0;210.700000;116;35.820000;219.200000;86;18.630000;179.700000;83;8.090000;7.200000;6;1.940000;1;
AZ;136;510;405-6641;no;no;0;92.000000;117;15.640000;253.600000;77;21.560000;214.100000;90;9.630000;10.300000;10;2.780000;1;
AZ;72;510;407-9830;no;no;0;272.400000;88;46.310000;107.900000;125;9.170000;185.500000;81;8.350000;12.700000;2;3.430000;0;
AZ;48;415;409-3428;no;yes;27;141.100000;109;23.990000;224.700000;94;19.100000;174.300000;122;7.840000;13.200000;2;3.560000;1;
AZ;140;408;411-4674;no;no;0;173.200000;91;29.440000;196.800000;106;16.730000;209.300000;128;9.420000;11.200000;5;3.020000;3;
AZ;108;415;415-6333;no;no;0;193.300000;126;32.860000;154.700000;85;13.150000;174.800000;98;7.870000;9.400000;6;2.540000;3;
AZ;69;415;419-3937;no;yes;31;194.900000;63;33.130000;191.600000;90;16.290000;153.000000;129;6.890000;13.200000;2;3.560000;2;
CA;111;408;329-9067;no;no;0;249.800000;109;42.470000;242.400000;106;20.600000;231.800000;78;10.430000;11.600000;4;3.130000;0;
CA;60;415;330-8351;yes;no;0;183.000000;110;31.110000;206.700000;93;17.570000;203.800000;119;9.170000;11.100000;6;3.000000;1;
CA;120;510;339-7602;no;no;0;134.800000;94;22.920000;204.100000;106;17.350000;238.400000;109;10.730000;6.700000;8;1.810000;1;
CA;75;415;341-1916;no;yes;19;210.300000;90;35.750000;241.800000;87;20.550000;215.700000;102;9.710000;13.100000;3;3.540000;4;
CA;96;510;341-4103;no;yes;31;183.400000;126;31.180000;195.500000;106;16.620000;180.100000;93;8.100000;10.500000;5;2.840000;1;
CA;124;408;343-6374;yes;no;0;244.600000;89;41.580000;188.800000;80;16.050000;206.000000;114;9.270000;11.300000;4;3.050000;1;
CA;37;415;345-1243;no;no;0;191.100000;69;32.490000;129.200000;113;10.980000;207.500000;117;9.340000;12.900000;1;3.480000;0;
CA;112;415;346-5036;no;no;0;208.700000;150;35.480000;212.800000;104;18.090000;178.100000;98;8.010000;8.500000;4;2.300000;0;
CA;93;415;356-5491;no;yes;36;178.700000;134;30.380000;178.600000;102;15.180000;126.800000;82;5.710000;8.000000;4;2.160000;2;
CA;185;408;358-4036;no;no;0;139.600000;92;23.730000;250.200000;115;21.270000;158.100000;79;7.110000;10.800000;4;2.920000;1;
CA;93;510;368-6488;no;yes;19;136.800000;113;23.260000;179.500000;105;15.260000;71.100000;95;3.200000;12.500000;3;3.380000;2;
CA;113;415;370-2892;no;no;0;187.600000;97;31.890000;208.200000;118;17.700000;158.900000;101;7.150000;8.700000;6;2.350000;2;
CA;120;415;375-5547;no;no;0;252.100000;110;42.860000;226.100000;103;19.220000;155.600000;83;7.000000;13.800000;3;3.730000;1;
CA;158;510;379-5503;no;no;0;155.900000;123;26.500000;224.200000;112;19.060000;221.000000;116;9.950000;8.600000;8;2.320000;2;
CA;87;415;383-4802;no;yes;19;165.800000;122;28.190000;186.900000;89;15.890000;249.700000;78;11.240000;0.000000;0;0.000000;1;
CA;138;510;388-6026;yes;no;0;196.200000;129;33.350000;176.500000;86;15.000000;232.400000;108;10.460000;15.200000;1;4.100000;0;
CA;82;415;394-9220;no;no;0;199.300000;112;33.880000;193.400000;120;16.440000;254.400000;117;11.450000;7.000000;10;1.890000;0;
CA;116;415;405-3371;no;yes;34;268.600000;83;45.660000;178.200000;142;15.150000;166.300000;106;7.480000;11.600000;3;3.130000;2;
CA;137;415;415-3689;no;yes;22;189.600000;42;32.230000;179.000000;137;15.220000;179.600000;126;8.080000;11.400000;5;3.080000;2;
CO;118;408;328-1222;no;no;0;188.800000;60;32.100000;217.400000;64;18.480000;220.100000;100;9.900000;8.200000;7;2.210000;4;
CO;120;510;328-8147;no;yes;27;153.500000;84;26.100000;194.000000;73;16.490000;256.500000;94;11.540000;10.200000;7;2.750000;5;
CO;66;408;329-6192;no;yes;40;141.700000;87;24.090000;268.300000;89;22.810000;241.300000;68;10.860000;8.500000;7;2.300000;0;
CO;71;415;332-9896;no;no;0;211.200000;70;35.900000;252.700000;122;21.480000;225.800000;104;10.160000;12.300000;3;3.320000;0;
CO;68;408;338-9398;no;no;0;237.100000;105;40.310000;223.500000;105;19.000000;97.400000;79;4.380000;13.200000;2;3.560000;1;
CO;57;415;342-4004;no;no;0;85.900000;92;14.600000;193.900000;127;16.480000;231.500000;93;10.420000;10.100000;2;2.730000;0;
CO;154;415;343-5709;no;no;0;350.800000;75;59.640000;216.500000;94;18.400000;253.900000;100;11.430000;10.100000;9;2.730000;1;
CO;110;510;345-8350;no;no;0;131.900000;93;22.420000;272.700000;106;23.180000;192.800000;105;8.680000;7.100000;4;1.920000;1;
CO;54;510;360-1643;no;yes;39;117.600000;82;19.990000;159.200000;60;13.530000;236.400000;113;10.640000;11.300000;10;3.050000;2;
CO;156;408;364-6445;no;no;0;150.500000;106;25.590000;152.900000;112;13.000000;215.900000;86;9.720000;3.500000;3;0.950000;1;
CO;139;415;368-2845;no;no;0;138.100000;103;23.480000;164.500000;100;13.980000;134.900000;63;6.070000;8.300000;2;2.240000;1;
CO;192;415;370-8379;no;no;0;221.600000;101;37.670000;285.200000;50;24.240000;167.400000;83;7.530000;12.700000;6;3.430000;4;
CO;141;415;371-4306;no;yes;32;148.600000;91;25.260000;131.100000;97;11.140000;219.400000;142;9.870000;10.100000;1;2.730000;1;
CO;90;408;371-4788;no;no;0;109.900000;102;18.680000;220.800000;114;18.770000;104.000000;133;4.680000;10.900000;6;2.940000;0;
CO;88;510;373-4274;no;no;0;61.900000;78;10.520000;262.600000;114;22.320000;212.500000;110;9.560000;8.800000;2;2.380000;3;
CO;125;415;378-9029;no;no;0;131.800000;97;22.410000;136.700000;100;11.620000;308.200000;119;13.870000;7.700000;6;2.080000;2;
CO;83;510;379-3012;no;no;0;132.400000;120;22.510000;121.600000;101;10.340000;197.700000;84;8.900000;8.600000;2;2.320000;1;
CO;137;415;379-4257;no;no;0;127.000000;107;21.590000;323.200000;75;27.470000;143.900000;127;6.480000;7.500000;2;2.030000;1;
CO;132;415;379-9524;no;no;0;197.800000;66;33.630000;133.900000;119;11.380000;177.300000;94;7.980000;10.900000;3;2.940000;4;
CO;98;408;386-7337;no;no;0;236.200000;122;40.150000;189.400000;110;16.100000;153.600000;104;6.910000;13.300000;4;3.590000;0;
CO;125;408;386-8690;no;yes;23;120.500000;104;20.490000;227.800000;115;19.360000;158.500000;100;7.130000;10.200000;3;2.750000;1;
CO;90;408;393-8199;no;yes;30;183.800000;76;31.250000;229.700000;95;19.520000;144.100000;124;6.480000;7.700000;3;2.080000;1;
CO;74;415;394-6278;no;no;0;225.200000;93;38.280000;215.100000;120;18.280000;241.800000;95;10.880000;9.100000;2;2.460000;2;
CO;85;510;394-6668;no;yes;21;283.200000;110;48.140000;239.700000;108;20.370000;149.500000;80;6.730000;6.300000;1;1.700000;5;
CO;192;415;401-6392;no;no;0;185.000000;88;31.450000;224.900000;98;19.120000;212.400000;105;9.560000;11.400000;3;3.080000;2;
CO;86;415;405-1132;no;no;0;217.800000;93;37.030000;214.700000;95;18.250000;228.700000;70;10.290000;11.300000;7;3.050000;0;
CO;80;415;406-5710;no;no;0;194.800000;116;33.120000;209.900000;93;17.840000;194.100000;100;8.730000;12.800000;3;3.460000;0;
CO;37;408;408-1513;no;no;0;199.500000;107;33.920000;207.500000;110;17.640000;83.900000;123;3.780000;8.100000;4;2.190000;2;
CO;63;415;408-6725;no;no;0;211.800000;84;36.010000;230.900000;137;19.630000;217.100000;99;9.770000;10.700000;9;2.890000;3;
CO;128;510;410-4613;no;no;0;199.300000;86;33.880000;194.800000;102;16.560000;298.200000;82;13.420000;14.300000;2;3.860000;4;
CO;55;408;419-2637;no;yes;25;165.600000;123;28.150000;136.100000;95;11.570000;175.700000;90;7.910000;11.000000;2;2.970000;3;
CO;86;408;419-7415;no;no;0;171.800000;106;29.210000;301.700000;44;25.640000;139.400000;108;6.270000;9.700000;5;2.620000;1;
CO;103;415;420-7066;no;yes;37;153.500000;78;26.100000;241.900000;108;20.560000;244.700000;110;11.010000;10.600000;3;2.860000;1;
CT;106;510;330-1175;no;yes;33;81.600000;120;13.870000;235.600000;85;20.030000;150.900000;113;6.790000;9.900000;4;2.670000;1;
CT;116;415;335-6832;no;no;0;245.900000;73;41.800000;240.100000;87;20.410000;158.700000;89;7.140000;8.900000;5;2.400000;3;
CT;94;415;337-9303;no;no;0;206.100000;49;35.040000;224.600000;115;19.090000;256.700000;74;11.550000;13.000000;1;3.510000;1;
CT;115;415;339-1330;no;no;0;245.000000;97;41.650000;250.700000;75;21.310000;270.200000;124;12.160000;13.700000;8;3.700000;1;
CT;70;408;339-5329;no;no;0;198.600000;111;33.760000;213.900000;115;18.180000;171.200000;105;7.700000;10.600000;6;2.860000;2;
CT;77;415;342-5701;no;no;0;221.800000;84;37.710000;166.000000;125;14.110000;210.200000;72;9.460000;13.200000;4;3.560000;1;
CT;119;408;344-5181;no;no;0;294.200000;100;50.010000;232.500000;53;19.760000;195.000000;64;8.780000;9.000000;1;2.430000;0;
CT;100;415;360-9676;no;yes;38;177.100000;88;30.110000;163.700000;108;13.910000;242.700000;72;10.920000;7.400000;2;2.000000;0;
CT;40;510;361-1900;yes;no;0;220.800000;100;37.540000;265.700000;106;22.580000;212.800000;94;9.580000;6.400000;3;1.730000;0;
CT;99;415;363-8824;no;no;0;146.700000;64;24.940000;274.000000;99;23.290000;321.300000;98;14.460000;8.900000;1;2.400000;3;
CT;23;510;370-5527;no;no;0;321.600000;107;54.670000;251.600000;115;21.390000;141.100000;158;6.350000;11.300000;3;3.050000;2;
CT;80;408;374-1551;no;no;0;118.100000;90;20.080000;144.300000;77;12.270000;225.100000;86;10.130000;8.200000;6;2.210000;1;
CT;95;415;375-2098;no;yes;36;283.100000;112;48.130000;286.200000;86;24.330000;261.700000;129;11.780000;11.300000;3;3.050000;3;
CT;103;510;377-9178;no;no;0;160.200000;104;27.230000;138.900000;70;11.810000;312.500000;97;14.060000;9.700000;2;2.620000;0;
CT;155;510;380-7277;no;no;0;165.400000;108;28.120000;183.700000;103;15.610000;80.200000;108;3.610000;8.900000;4;2.400000;3;
CT;124;415;386-8432;no;no;0;151.000000;98;25.670000;120.600000;119;10.250000;152.800000;81;6.880000;9.200000;2;2.480000;2;
CT;96;415;387-5860;no;yes;37;172.700000;93;29.360000;120.100000;116;10.210000;216.100000;86;9.720000;10.300000;5;2.780000;5;
CT;72;408;388-4879;no;yes;21;186.700000;108;31.740000;335.000000;86;28.480000;187.200000;119;8.420000;16.500000;4;4.460000;1;
CT;56;415;406-3069;no;no;0;162.300000;99;27.590000;149.100000;78;12.670000;255.500000;115;11.500000;14.800000;1;4.000000;4;
CT;64;415;406-9926;yes;no;0;225.300000;134;38.300000;108.200000;87;9.200000;139.600000;132;6.280000;17.300000;9;4.670000;1;
